,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Jonas Blue,Mama - Acoustic,0.564,0.364,10,-5.845,0,0.0631,0.759,0,0.0839,0.591,86.538,audio_features,3VOtM6x5KXZuxSzHaaf9oO,spotify:track:3VOtM6x5KXZuxSzHaaf9oO,https://api.spotify.com/v1/tracks/3VOtM6x5KXZuxSzHaaf9oO,https://api.spotify.com/v1/audio-analysis/3VOtM6x5KXZuxSzHaaf9oO,192277,4
1,Jooyoung,Same as you,0.701,0.519,1,-6.382,1,0.0516,0.314,0,0.207,0.498,89.977,audio_features,0wpskpgrWHEDWjPgkddspN,spotify:track:0wpskpgrWHEDWjPgkddspN,https://api.spotify.com/v1/tracks/0wpskpgrWHEDWjPgkddspN,https://api.spotify.com/v1/audio-analysis/0wpskpgrWHEDWjPgkddspN,223044,4
2,Nightwish,The Poet And The Pendulum,0.309,0.74,7,-5.917,0,0.0456,0.00854,0.0258,0.119,0.166,144.861,audio_features,2XD4JzbZWRuRKzzCi5Cocm,spotify:track:2XD4JzbZWRuRKzzCi5Cocm,https://api.spotify.com/v1/tracks/2XD4JzbZWRuRKzzCi5Cocm,https://api.spotify.com/v1/audio-analysis/2XD4JzbZWRuRKzzCi5Cocm,834720,4
3,Ed Sheeran,Afire Love,0.552,0.637,5,-6.568,1,0.0445,0.464,1.63e-05,0.136,0.333,97.97,audio_features,12B0Twa9kRz45Xw2PgXHJm,spotify:track:12B0Twa9kRz45Xw2PgXHJm,https://api.spotify.com/v1/tracks/12B0Twa9kRz45Xw2PgXHJm,https://api.spotify.com/v1/audio-analysis/12B0Twa9kRz45Xw2PgXHJm,314280,4
4,Linkin Park,Given Up,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,audio_features,1fLlRApgzxWweF1JTf8yM5,spotify:track:1fLlRApgzxWweF1JTf8yM5,https://api.spotify.com/v1/tracks/1fLlRApgzxWweF1JTf8yM5,https://api.spotify.com/v1/audio-analysis/1fLlRApgzxWweF1JTf8yM5,189293,4
5,He Is We,All About Us,0.564,0.534,4,-6.05,1,0.0238,0.28,0,0.121,0.409,85.964,audio_features,2185NMvk68x92ygV1iP89F,spotify:track:2185NMvk68x92ygV1iP89F,https://api.spotify.com/v1/tracks/2185NMvk68x92ygV1iP89F,https://api.spotify.com/v1/audio-analysis/2185NMvk68x92ygV1iP89F,206533,4
6,Ed Sheeran,Take It Back,0.754,0.613,5,-6.342,1,0.229,0.318,0,0.335,0.904,113.196,audio_features,2dmOWlEHrP266Qgz6wnUrd,spotify:track:2dmOWlEHrP266Qgz6wnUrd,https://api.spotify.com/v1/tracks/2dmOWlEHrP266Qgz6wnUrd,https://api.spotify.com/v1/audio-analysis/2dmOWlEHrP266Qgz6wnUrd,208400,4
7,Defqwop,Heart Afire,0.414,0.708,0,-4.181,0,0.0912,0.0316,0,0.0623,0.392,199.9,audio_features,0JQjr0kpluPAuskMPHjqh3,spotify:track:0JQjr0kpluPAuskMPHjqh3,https://api.spotify.com/v1/tracks/0JQjr0kpluPAuskMPHjqh3,https://api.spotify.com/v1/audio-analysis/0JQjr0kpluPAuskMPHjqh3,240039,4
8,SEVENTEEN,Mansae,0.749,0.955,7,-1.767,1,0.0867,0.0547,0,0.112,0.761,111.96,audio_features,5rIsrawNyPv1q8v11iwJsh,spotify:track:5rIsrawNyPv1q8v11iwJsh,https://api.spotify.com/v1/tracks/5rIsrawNyPv1q8v11iwJsh,https://api.spotify.com/v1/audio-analysis/5rIsrawNyPv1q8v11iwJsh,186875,4
9,Nightwish,End Of All Hope,0.477,0.946,5,-6.734,1,0.0423,6.14e-05,0.0271,0.333,0.563,79.948,audio_features,3vm2YWzVKrIaWXZcmEIFdP,spotify:track:3vm2YWzVKrIaWXZcmEIFdP,https://api.spotify.com/v1/tracks/3vm2YWzVKrIaWXZcmEIFdP,https://api.spotify.com/v1/audio-analysis/3vm2YWzVKrIaWXZcmEIFdP,233800,4
10,Within Temptation,Angels,0.493,0.865,7,-4.71,0,0.0357,0.286,0,0.152,0.192,90.979,audio_features,50A75OZiqGkRdF904sRQXg,spotify:track:50A75OZiqGkRdF904sRQXg,https://api.spotify.com/v1/tracks/50A75OZiqGkRdF904sRQXg,https://api.spotify.com/v1/audio-analysis/50A75OZiqGkRdF904sRQXg,242440,4
11,John Mayer,Slow Dancing in a Burning Room,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,audio_features,2jdAk8ATWIL3dwT47XpRfu,spotify:track:2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/tracks/2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/audio-analysis/2jdAk8ATWIL3dwT47XpRfu,242000,5
12,Porcelain Black,One Woman Army,0.592,0.842,1,-6.421,0,0.11,0.0661,0,0.313,0.708,121.077,audio_features,6SUHMSU9EBORT2fskEirQE,spotify:track:6SUHMSU9EBORT2fskEirQE,https://api.spotify.com/v1/tracks/6SUHMSU9EBORT2fskEirQE,https://api.spotify.com/v1/audio-analysis/6SUHMSU9EBORT2fskEirQE,216756,4
13,Children Of Bodom,Oops!...I Did It Again,0.624,0.857,0,-4.444,1,0.0585,0.00185,0.00358,0.245,0.435,104.977,audio_features,22sZ8JkpfLH5a2nH05Wk8x,spotify:track:22sZ8JkpfLH5a2nH05Wk8x,https://api.spotify.com/v1/tracks/22sZ8JkpfLH5a2nH05Wk8x,https://api.spotify.com/v1/audio-analysis/22sZ8JkpfLH5a2nH05Wk8x,200880,4
14,Gallant,Weight in Gold,0.38,0.438,5,-5.526,0,0.0962,0.0259,1.29e-05,0.154,0.349,179.404,audio_features,1gXBi2I04CLJkTQnhNfEJT,spotify:track:1gXBi2I04CLJkTQnhNfEJT,https://api.spotify.com/v1/tracks/1gXBi2I04CLJkTQnhNfEJT,https://api.spotify.com/v1/audio-analysis/1gXBi2I04CLJkTQnhNfEJT,203813,3
15,Gallant,Talking to Myself,0.628,0.485,0,-6.02,1,0.0733,0.0101,3.79e-06,0.113,0.54,119.879,audio_features,5ivOiIOSkypt3P1jqjlmcf,spotify:track:5ivOiIOSkypt3P1jqjlmcf,https://api.spotify.com/v1/tracks/5ivOiIOSkypt3P1jqjlmcf,https://api.spotify.com/v1/audio-analysis/5ivOiIOSkypt3P1jqjlmcf,237560,4
16,Children Of Bodom,Downfall,0.439,0.951,3,-3.69,1,0.0569,0.00116,0.899,0.0926,0.247,99.533,audio_features,0GPErTOWivSx5biNCbw4OL,spotify:track:0GPErTOWivSx5biNCbw4OL,https://api.spotify.com/v1/tracks/0GPErTOWivSx5biNCbw4OL,https://api.spotify.com/v1/audio-analysis/0GPErTOWivSx5biNCbw4OL,280547,4
17,Children Of Bodom,Bed Of Razors,0.394,0.971,2,-3.104,0,0.0588,0.00115,0.54,0.165,0.335,138.702,audio_features,0TuQ4wmBzjFFewYkYv3Cdx,spotify:track:0TuQ4wmBzjFFewYkYv3Cdx,https://api.spotify.com/v1/tracks/0TuQ4wmBzjFFewYkYv3Cdx,https://api.spotify.com/v1/audio-analysis/0TuQ4wmBzjFFewYkYv3Cdx,235867,4
18,Within Temptation,Hand of Sorrow,0.502,0.954,5,-3.86,0,0.111,0.0223,0.000186,0.135,0.199,126.934,audio_features,61i8W3gHpGUAIDlQj5UUAE,spotify:track:61i8W3gHpGUAIDlQj5UUAE,https://api.spotify.com/v1/tracks/61i8W3gHpGUAIDlQj5UUAE,https://api.spotify.com/v1/audio-analysis/61i8W3gHpGUAIDlQj5UUAE,335680,4
19,Within Temptation,Angels,0.341,0.867,7,-4.727,0,0.0492,0.293,0,0.257,0.2,182.023,audio_features,3TEwbiC0GhIRStn3Eabtu7,spotify:track:3TEwbiC0GhIRStn3Eabtu7,https://api.spotify.com/v1/tracks/3TEwbiC0GhIRStn3Eabtu7,https://api.spotify.com/v1/audio-analysis/3TEwbiC0GhIRStn3Eabtu7,240440,4
20,Mr. Talkbox,Funkadelic Sound,0.79,0.718,9,-3.207,0,0.0562,0.0647,1.01e-05,0.381,0.869,129.117,audio_features,6EqhL2LqkxKvl238nvt3rK,spotify:track:6EqhL2LqkxKvl238nvt3rK,https://api.spotify.com/v1/tracks/6EqhL2LqkxKvl238nvt3rK,https://api.spotify.com/v1/audio-analysis/6EqhL2LqkxKvl238nvt3rK,202176,4
21,Within Temptation,A Dangerous Mind,0.365,0.894,6,-5.491,0,0.0728,0.0711,0.000378,0.135,0.476,180.212,audio_features,58HW5SrzfLyjKPYPRjAKwr,spotify:track:58HW5SrzfLyjKPYPRjAKwr,https://api.spotify.com/v1/tracks/58HW5SrzfLyjKPYPRjAKwr,https://api.spotify.com/v1/audio-analysis/58HW5SrzfLyjKPYPRjAKwr,256533,4
22,Ed Sheeran,Perfect,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,audio_features,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,263400,3
23,James Arthur,Say You Won't Let Go,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,211467,4
24,Celldweller,Louder Than Words,0.534,0.959,1,-2.518,1,0.0462,0.000205,0.000127,0.121,0.597,130.011,audio_features,0Esegmv4pECg8P3PdTOEt5,spotify:track:0Esegmv4pECg8P3PdTOEt5,https://api.spotify.com/v1/tracks/0Esegmv4pECg8P3PdTOEt5,https://api.spotify.com/v1/audio-analysis/0Esegmv4pECg8P3PdTOEt5,277904,4
25,Varien,Valkyrie,0.43,0.663,10,-6.189,0,0.0326,0.0172,0.000202,0.121,0.177,173.973,audio_features,0L7vlrUbYlt9aBJ4FEanKu,spotify:track:0L7vlrUbYlt9aBJ4FEanKu,https://api.spotify.com/v1/tracks/0L7vlrUbYlt9aBJ4FEanKu,https://api.spotify.com/v1/audio-analysis/0L7vlrUbYlt9aBJ4FEanKu,207981,4
26,Varien,Moonlight,0.536,0.9,8,-4.595,0,0.0585,0.0352,0.0181,0.103,0.186,140.076,audio_features,0vh5Kpmq57z098W1aVt9qp,spotify:track:0vh5Kpmq57z098W1aVt9qp,https://api.spotify.com/v1/tracks/0vh5Kpmq57z098W1aVt9qp,https://api.spotify.com/v1/audio-analysis/0vh5Kpmq57z098W1aVt9qp,240239,4
27,Au5,Freefall,0.51,0.858,1,-5.369,1,0.22,0.00575,0.00337,0.0951,0.291,134.031,audio_features,200swjCE9IjVOeDwTVmJIj,spotify:track:200swjCE9IjVOeDwTVmJIj,https://api.spotify.com/v1/tracks/200swjCE9IjVOeDwTVmJIj,https://api.spotify.com/v1/audio-analysis/200swjCE9IjVOeDwTVmJIj,338507,4
28,Rachie,Ghost City Tokyo,0.699,0.984,5,-3.075,0,0.0547,0.0255,1.09e-05,0.237,0.785,124.007,audio_features,2LgXAdCieyTv5xCwTlHGM8,spotify:track:2LgXAdCieyTv5xCwTlHGM8,https://api.spotify.com/v1/tracks/2LgXAdCieyTv5xCwTlHGM8,https://api.spotify.com/v1/audio-analysis/2LgXAdCieyTv5xCwTlHGM8,207097,4
29,Bruno Major,Nothing,0.555,0.27,2,-15.892,1,0.0884,0.931,0.536,0.103,0.274,139.691,audio_features,2IAR0DziHCjSu16gR4ihvy,spotify:track:2IAR0DziHCjSu16gR4ihvy,https://api.spotify.com/v1/tracks/2IAR0DziHCjSu16gR4ihvy,https://api.spotify.com/v1/audio-analysis/2IAR0DziHCjSu16gR4ihvy,162797,3
30,La Roux,In For The Kill - Skrillex Remix,0.487,0.689,8,-5.624,0,0.0837,0.0641,1.5e-05,0.349,0.493,144.97,audio_features,3JqCKPvNSNccj9KqXqKA2F,spotify:track:3JqCKPvNSNccj9KqXqKA2F,https://api.spotify.com/v1/tracks/3JqCKPvNSNccj9KqXqKA2F,https://api.spotify.com/v1/audio-analysis/3JqCKPvNSNccj9KqXqKA2F,311147,4
31,MAX,Checklist (feat. Chromeo),0.791,0.792,7,-4.023,0,0.0349,0.0709,0,0.196,0.873,123.059,audio_features,3rT0YIyiE1n8JAUpBCUudE,spotify:track:3rT0YIyiE1n8JAUpBCUudE,https://api.spotify.com/v1/tracks/3rT0YIyiE1n8JAUpBCUudE,https://api.spotify.com/v1/audio-analysis/3rT0YIyiE1n8JAUpBCUudE,135181,4
32,DJ Pablo,One B-Boy,0.739,0.804,7,-8.63,1,0.124,0.0204,0.748,0.115,0.595,126.02,audio_features,0MSURNjdjwttLHnVpBop95,spotify:track:0MSURNjdjwttLHnVpBop95,https://api.spotify.com/v1/tracks/0MSURNjdjwttLHnVpBop95,https://api.spotify.com/v1/audio-analysis/0MSURNjdjwttLHnVpBop95,196258,4
33,YOASOBI,夜に駆ける,0.67,0.874,8,-5.221,1,0.0305,0.00231,1.72e-05,0.3,0.789,130.041,audio_features,3dPtXHP0oXQ4HCWHsOA9js,spotify:track:3dPtXHP0oXQ4HCWHsOA9js,https://api.spotify.com/v1/tracks/3dPtXHP0oXQ4HCWHsOA9js,https://api.spotify.com/v1/audio-analysis/3dPtXHP0oXQ4HCWHsOA9js,261013,4
34,Calum Scott,You Are The Reason - Duet Version,0.377,0.33,10,-8.687,1,0.0307,0.412,0,0.15,0.148,171.39,audio_features,2RKbu8lkD0IifqLRfpEQUR,spotify:track:2RKbu8lkD0IifqLRfpEQUR,https://api.spotify.com/v1/tracks/2RKbu8lkD0IifqLRfpEQUR,https://api.spotify.com/v1/audio-analysis/2RKbu8lkD0IifqLRfpEQUR,190300,3
35,Chris Brown,Turn Up the Music,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925,audio_features,0UlHiqi7seV02XNHLMtfGK,spotify:track:0UlHiqi7seV02XNHLMtfGK,https://api.spotify.com/v1/tracks/0UlHiqi7seV02XNHLMtfGK,https://api.spotify.com/v1/audio-analysis/0UlHiqi7seV02XNHLMtfGK,227973,4
36,FalKKonE,"Tsuna Awakens (From ""Katekyō Hitman Reborn!"")",0.338,0.949,5,-4.784,1,0.0661,5.53e-05,0.904,0.279,0.165,101.968,audio_features,28pSNVwfHQ9x8LrEl6WucI,spotify:track:28pSNVwfHQ9x8LrEl6WucI,https://api.spotify.com/v1/tracks/28pSNVwfHQ9x8LrEl6WucI,https://api.spotify.com/v1/audio-analysis/28pSNVwfHQ9x8LrEl6WucI,284718,4
37,Shane Filan,Beautiful In White,0.553,0.383,0,-6.161,1,0.0245,0.383,0,0.129,0.265,75.987,audio_features,0lUdYoSr8Hm3GL0HZld4ac,spotify:track:0lUdYoSr8Hm3GL0HZld4ac,https://api.spotify.com/v1/tracks/0lUdYoSr8Hm3GL0HZld4ac,https://api.spotify.com/v1/audio-analysis/0lUdYoSr8Hm3GL0HZld4ac,232040,4
38,The Prodigy,Invaders Must Die,0.606,0.9,6,-5.168,1,0.0547,0.000508,0.901,0.112,0.115,140.035,audio_features,3KAcuBkWEGd4hOKFRg98WC,spotify:track:3KAcuBkWEGd4hOKFRg98WC,https://api.spotify.com/v1/tracks/3KAcuBkWEGd4hOKFRg98WC,https://api.spotify.com/v1/audio-analysis/3KAcuBkWEGd4hOKFRg98WC,295027,4
39,Usher,Scream,0.616,0.862,7,-5.18,0,0.0973,0.00117,0,0.179,0.569,127.992,audio_features,12eMQUn2GzfsfsQLH53M19,spotify:track:12eMQUn2GzfsfsQLH53M19,https://api.spotify.com/v1/tracks/12eMQUn2GzfsfsQLH53M19,https://api.spotify.com/v1/audio-analysis/12eMQUn2GzfsfsQLH53M19,234693,4
40,Rixton,Me And My Broken Heart,0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,audio_features,1oew3nFNY3vMacJAsvry0S,spotify:track:1oew3nFNY3vMacJAsvry0S,https://api.spotify.com/v1/tracks/1oew3nFNY3vMacJAsvry0S,https://api.spotify.com/v1/audio-analysis/1oew3nFNY3vMacJAsvry0S,193733,4
41,AKMU,Be With You,0.747,0.827,1,-2.944,0,0.0421,0.173,0,0.0949,0.403,104.017,audio_features,7IRZ9aTBu35je2AHT2LxvL,spotify:track:7IRZ9aTBu35je2AHT2LxvL,https://api.spotify.com/v1/tracks/7IRZ9aTBu35je2AHT2LxvL,https://api.spotify.com/v1/audio-analysis/7IRZ9aTBu35je2AHT2LxvL,186749,4
42,Rage Against The Machine,Renegades Of Funk,0.651,0.908,2,-4.019,1,0.0577,0.00184,0.000579,0.384,0.769,123.851,audio_features,5YBVDvTSSSiqv7KZDeUlXA,spotify:track:5YBVDvTSSSiqv7KZDeUlXA,https://api.spotify.com/v1/tracks/5YBVDvTSSSiqv7KZDeUlXA,https://api.spotify.com/v1/audio-analysis/5YBVDvTSSSiqv7KZDeUlXA,274160,4
43,Little Mix,Secret Love Song (feat. Jason Derulo),0.539,0.643,9,-3.982,1,0.0479,0.256,0,0.29,0.136,92.962,audio_features,4JIo8RztBbELr2gWJ5OGK6,spotify:track:4JIo8RztBbELr2gWJ5OGK6,https://api.spotify.com/v1/tracks/4JIo8RztBbELr2gWJ5OGK6,https://api.spotify.com/v1/audio-analysis/4JIo8RztBbELr2gWJ5OGK6,249813,4
44,DAY6,Time of Our Life,0.512,0.976,8,-2.762,1,0.0552,0.00483,0,0.222,0.719,174.988,audio_features,21BoUOSvHlXgcEhiA4T1nA,spotify:track:21BoUOSvHlXgcEhiA4T1nA,https://api.spotify.com/v1/tracks/21BoUOSvHlXgcEhiA4T1nA,https://api.spotify.com/v1/audio-analysis/21BoUOSvHlXgcEhiA4T1nA,205576,4
45,LeeHi,NO ONE,0.745,0.613,11,-5.368,0,0.0427,0.226,0,0.0664,0.542,91.997,audio_features,0lhZsFfTpITnjK5q8lrDLR,spotify:track:0lhZsFfTpITnjK5q8lrDLR,https://api.spotify.com/v1/tracks/0lhZsFfTpITnjK5q8lrDLR,https://api.spotify.com/v1/audio-analysis/0lhZsFfTpITnjK5q8lrDLR,194596,4
46,Celldweller,Birthright,0.31,0.916,5,-3.107,0,0.0515,0.00258,0.000108,0.485,0.534,89.989,audio_features,6aWBxaPxqzk1cuIQuSte4I,spotify:track:6aWBxaPxqzk1cuIQuSte4I,https://api.spotify.com/v1/tracks/6aWBxaPxqzk1cuIQuSte4I,https://api.spotify.com/v1/audio-analysis/6aWBxaPxqzk1cuIQuSte4I,315187,4
47,Blue,All Rise,0.721,0.737,5,-2.734,0,0.0324,0.121,0,0.165,0.931,97.996,audio_features,7jley98gCQFueQ5MCaFWIb,spotify:track:7jley98gCQFueQ5MCaFWIb,https://api.spotify.com/v1/tracks/7jley98gCQFueQ5MCaFWIb,https://api.spotify.com/v1/audio-analysis/7jley98gCQFueQ5MCaFWIb,223547,4
48,Park Kyung,Ordinary Love,0.739,0.706,9,-6.534,1,0.152,0.219,0,0.132,0.559,144.111,audio_features,1enx9LPZrXxaVVBxas5rRm,spotify:track:1enx9LPZrXxaVVBxas5rRm,https://api.spotify.com/v1/tracks/1enx9LPZrXxaVVBxas5rRm,https://api.spotify.com/v1/audio-analysis/1enx9LPZrXxaVVBxas5rRm,232867,4
49,Yang Da Il,Loveagain (feat. Solar),0.474,0.494,2,-5.621,0,0.0644,0.549,0,0.124,0.64,179.667,audio_features,3yGfSObD0c7fAoE2ouXKAI,spotify:track:3yGfSObD0c7fAoE2ouXKAI,https://api.spotify.com/v1/tracks/3yGfSObD0c7fAoE2ouXKAI,https://api.spotify.com/v1/audio-analysis/3yGfSObD0c7fAoE2ouXKAI,226815,3
